순위	도서명	상세링크	저자	출판사	출판일	판매가(원)	평점	리뷰수
350	나의 첫 노션 Notion 마스터북	https://www.yes24.com/product/goods/128724816	이유미	비즈니스북스	2024년 07월	17550	9.7	54
351	혼자 공부하는 자바스크립트	https://www.yes24.com/product/goods/96234546	윤인성	한빛미디어	2021년 01월	21600	9.6	38
352	AI 창업 퍼실리테이터	https://www.yes24.com/product/goods/193448335	박상혁, 이명관	커뮤니케이션북스	2026년 07월	12000		0
353	SAP ABAP 이야기 1 - Home 서버 설치 및 ABAP 입문	https://www.yes24.com/product/goods/193406835	김병순	BOOKK(부크크)	2026년 07월	28000		0
354	무조건 승인되는 이모티콘 & 굿즈 만들기	https://www.yes24.com/product/goods/193188006	백지수	시대인	2026년 07월	16200		0
355	이공계생을 위한 파이썬 필수예제 3	https://www.yes24.com/product/goods/193184516	윤성호	지오북스	2026년 09월	29000		0
356	컴퓨터 왕기초(윈도우 11&인터넷(엣지)&한글 2022&엑셀 2021&파워포인트 2021)	https://www.yes24.com/product/goods/193181823	OPIG 교재편찬팀	시대인	2026년 07월	13500		0
357	고등학생을 위한 실습으로 배우는 데이터 과학	https://www.yes24.com/product/goods/193181272	윤태현, 나소영	삼양미디어	2026년 07월	22500	10.0	1
358	Physical AI 지능제어 입문	https://www.yes24.com/product/goods/193072395	박연묵	교우	2026년 07월	20000		0
359	생성형 AI와 메타버스 그리고 지식재산권	https://www.yes24.com/product/goods/193061800	송은지	커뮤니케이션북스	2026년 07월	12000	10.0	1
360	처음이야? 파이썬 데이터 모델링&머신러닝	https://www.yes24.com/product/goods/192676816	윤영빈, 오환, 이용희	영진닷컴	2026년 07월	22500		0
361	테디노트의 LangGraph 에이전트 비법노트	https://www.yes24.com/product/goods/192564687	이경록, 김태한, 임한택, 최재훈, 강민석, 정보 더 보기/감추기, 이경록, 김태한, 임한택, 최재훈, 강민석, 김성연	리코멘드	2026년 07월	30600		0
362	실전 코딩 테스트 가이드	https://www.yes24.com/product/goods/192555244	이상도, 쩜튜브, 김민상	영진닷컴	2026년 06월	25200		0
363	생성형 AI와 틴커캐드로 완성하는 아두이노 발명 프로젝트	https://www.yes24.com/product/goods/192498898	이은상	BOOKK(부크크)	2026년 06월	19700		0
364	현직 개발자가 알려주는 Claude Code - 초 보 에 서 전 문 가 되기	https://www.yes24.com/product/goods/192090524	일락	BOOKK(부크크)	2026년 06월	44100		0
365	블렌더 3D 아트워크 완성 클래스	https://www.yes24.com/product/goods/191533966	장승필	영진닷컴	2026년 06월	25200	9.7	14
366	평범한 일상을 특별하게 남기는 스마트폰 사진 & 보정	https://www.yes24.com/product/goods/191477503	최은영	시대인	2026년 06월	18000	10.0	9
367	에이전틱 AI와 바이브 코딩 AI 개발의 정석 with 언리얼	https://www.yes24.com/product/goods/191005623	이영호, 이영훈, 탁광욱, 김현진, 나유선, 정보 더 보기/감추기, 이영호, 이영훈, 탁광욱, 김현진, 나유선, 박현상, 배주백	성안당	2026년 06월	39900	9.0	2
368	AI 3D 모델링	https://www.yes24.com/product/goods/190997764	양영민	비엘북스	2026년 06월	22500		0
369	퇴근을 앞당기는 AI 업무 활용 루틴	https://www.yes24.com/product/goods/190823476	오언주	시대인	2026년 06월	17100	10.0	10
370	베테랑 AI 전문교사가 만든 가장 쉬운 패들렛 활용! Padlet(패들렛)으로 무엇이든 만들 수 있다 (교사를 위한 패들렛 수업 활용)	https://www.yes24.com/product/goods/190440092	봉우리, 윤상준, 이호준, 황호연	광문각출판미디어	2026년 05월	17000	10.0	24
371	한 권으로 끝내는 AI 자동화	https://www.yes24.com/product/goods/190213378	최재용, 이요셉, 이신우, 최금선, 박경희, 정보 더 보기/감추기, 최재용, 이요셉, 이신우, 최금선, 박경희, 유미경, 한주은, 오영주, 정은진, 김진수	두온교육(주)	2026년 05월	19800	10.0	5
372	기업 AI자동화를 위한 클로드 AI활용	https://www.yes24.com/product/goods/190211456	최재용, 박경희, 신진주, 임기정, 권혁용, 정보 더 보기/감추기, 최재용, 박경희, 신진주, 임기정, 권혁용, 김진수, 최동진, 김진선	미디어북	2026년 05월	20000		0
373	LLMOps 완벽 가이드	https://www.yes24.com/product/goods/189753516	아비 아리안, 박조은, 박주환	한빛미디어	2026년 05월	28800	8.4	5
374	바이브코딩으로 진짜 웹 서비스 하나를 끝까지 만든다!	https://www.yes24.com/product/goods/189663337	이상용, 정동진	앤써북	2026년 05월	16920		0
375	오픈클로	https://www.yes24.com/product/goods/189477317	오창근	생능북스	2026년 05월	19800	9.9	14
376	함수형 설계, 객체 지향과 만나다	https://www.yes24.com/product/goods/189379748	로버트 C. 마틴, 장연호	인사이트(insight)	2026년 05월	29700		0
377	3주 완성 초등 AI 웹툰 With 투닝, 망고툰	https://www.yes24.com/product/goods/189360735	한송이	서사원주니어	2026년 05월	18000	10.0	40
378	모던 데이터 아키텍처 설계와 구현	https://www.yes24.com/product/goods/189257260	피트하인 스트렝홀트, 김영기, 김현진	책만	2026년 05월	29700	10.0	1
379	Do it! 바이브 코딩 + 안티그래비티	https://www.yes24.com/product/goods/189188156	조준수	이지스퍼블리싱	2026년 05월	21600	9.9	16
380	맛있는 디자인 애프터 이펙트 CC 2026	https://www.yes24.com/product/goods/188859267	이수정	한빛미디어	2026년 04월	24300	9.8	26
381	베테랑 AI 전문가가 만든 가장 쉬운 그록 AI 활용! Grok(그록)으로 무엇이든 만들 수 있다 (AI 비서 · 영상 만들기, 유튜브 수익화)	https://www.yes24.com/product/goods/188838987	이현, 이민정, 이승현, 이나윤, 김성희	광문각출판미디어	2026년 04월	19000	9.9	49
382	요즘 예체능 수업을 위한 에듀테크 활용법 223제	https://www.yes24.com/product/goods/188823173	박래혁	앤써북	2026년 05월	20970	10.0	29
383	몰입을 설계하는 게임 기획	https://www.yes24.com/product/goods/187043716	쉬웨이훙, 권유라	제이펍	2026년 04월	25200		0
384	요즘 교실 혁신의 공식 AI·에듀테크 활용법 with 2022 개정 교육과정	https://www.yes24.com/product/goods/186936350	진제헌	앤써북	2026년 05월	20970	10.0	6
385	구글 AI 제미나이(Gemini) 200% 활용법	https://www.yes24.com/product/goods/186675889	정의	BOOKK(부크크)	2026년 04월	8800		0
386	그림으로 이해하는 AWS 구조와 기술	https://www.yes24.com/product/goods/186524948	오가사와라 시게타카, 박광수	길벗	2026년 04월	23400	9.2	44
387	F1 용어집 1211	https://www.yes24.com/product/goods/185717805	윤재수	골든래빗	2026년 04월	60000	10.0	2
388	AI 프로덕트는 어떻게 만들어지는가	https://www.yes24.com/product/goods/184402508	류인태, 김예림, 임나정	한빛미디어	2026년 04월	22500	8.9	9
389	젠스파크 Genspark AI 콘텐츠 공장	https://www.yes24.com/product/goods/184283938	조영빈	디지털북스	2026년 04월	18000	8.0	2
390	앗싸 나도 되네! 오늘부터 바로 써먹는 AI 보험영업 활용법	https://www.yes24.com/product/goods/183756523	조대수	재노북스	2026년 03월	25200	10.0	1
391	어쨌든, 에이전틱 코딩	https://www.yes24.com/product/goods/183651449	코다프레스, 양희은	인사이트(insight)	2026년 04월	22500	8.0	2
392	스프링 AI 인 액션	https://www.yes24.com/product/goods/183640934	크레이그 월즈, 류광, 307번역랩	위키북스	2026년 04월	28800		0
393	이것이 리눅스다 with Rocky Linux 10	https://www.yes24.com/product/goods/182750165	우재남	한빛미디어	2026년 03월	36000	9.8	12
394	Logic Pro 로직 프로 12	https://www.yes24.com/product/goods/182625671	최이진	노하우(도서출판)	2026년 04월	29700		0
395	학업과 취업을 위한 제미나이 노트북LM으로 무엇이든 만들 수 있다	https://www.yes24.com/product/goods/182526149	전다희, 황우현	광문각출판미디어	2026년 02월	22000	9.6	15
396	제미나이로 구글·이미지·영상·자동화 진짜 잘함	https://www.yes24.com/product/goods/182116268	이호정	리코멘드	2026년 03월	16920	10.0	21
397	SQL TUNER for PostgreSQL	https://www.yes24.com/product/goods/180515096	유일환	디비안(DBian)	2026년 03월	39000		0
398	오픈클로 with GPT, 제미나이, 클로드	https://www.yes24.com/product/goods/180510836	강민혁	한빛미디어	2026년 03월	19800	9.5	25
399	AI 중심 대학	https://www.yes24.com/product/goods/180489490	장준호	연암사	2026년 03월	17010	10.0	8
400	파이토치로 배우는 LLM & AI	https://www.yes24.com/product/goods/180488781	로런스 모로니, 박해선	한빛미디어	2026년 03월	32400	10.0	3
401	한 입 크기로 잘라 먹는 리액트	https://www.yes24.com/product/goods/179604283	이정환	인사이트(insight)	2026년 02월	29700	10.0	1
402	지속 가능한 프런트엔드 엔지니어링	https://www.yes24.com/product/goods/179587739	이문기	위키북스	2026년 02월	25200		0
403	된다! 링크드인 활용법	https://www.yes24.com/product/goods/178728770	변재일	이지스퍼블리싱	2026년 03월	19800	10.0	20
404	교실로 온 ON 제미나이	https://www.yes24.com/product/goods/177808924	박찬, 김병석, 전수연, 김지용, 구현희, 정보 더 보기/감추기, 박찬, 김병석, 전수연, 김지용, 구현희, 전채원, 홍찬우, 임채원	다빈치books	2026년 03월	19800	10.0	13
405	처음이지만 프로처럼 쓰는 캔바 (Canva)	https://www.yes24.com/product/goods/177077802	정다은(시재)	디지털북스	2026년 03월	27000	10.0	1
406	AI 에이전트 마스터 클래스	https://www.yes24.com/product/goods/175902524	김구현	한빛미디어	2026년 01월	23400	10.0	66
407	바로 배워 바로 쓰는 챗봇 수업디자인 A~Z	https://www.yes24.com/product/goods/175490511	김은현, 박소현, 백진희, 이서연, 이유진, 정보 더 보기/감추기, 김은현, 박소현, 백진희, 이서연, 이유진, 이효진, 정은서	앤써북	2026년 01월	21600	10.0	9
408	제대로 알고 쓰는 논문 통계분석 with 파이썬&머신러닝	https://www.yes24.com/product/goods/175122536	노경섭	한빛아카데미	2026년 01월	38000		0
409	심리상담과 AI의 융합	https://www.yes24.com/product/goods/175110073	이혜숙	커뮤니케이션북스	2026년 01월	12000		0
410	왕초보 시니어도 쉽게 따라 하는 챗GPT 사용법	https://www.yes24.com/product/goods/174707316	곽민철, 정희철	생능북스	2026년 01월	15120	9.8	40
411	AI로 완성하는 고수익 유튜브 운영 비법	https://www.yes24.com/product/goods/174682706	현승효(디스이즈머니)	시대인	2026년 01월	16200	9.9	22
412	처음 배우는 유니티 6 2D 게임 만들기	https://www.yes24.com/product/goods/174184626	고정운	시대인	2026년 01월	43200	9.8	11
413	API부터 메시징까지, 실무 백엔드 개발자가 알아야 할 5가지 핵심 원리	https://www.yes24.com/product/goods/173934664	김준서	콩콩 컴퍼니	2025년 12월	19500		0
414	AI시대 교육혁명 : 태재대학교	https://www.yes24.com/product/goods/171431187	염재호	태재대학교출판문화원	2026년 01월	13500		0
415	LLM을 위한 프롬프트 엔지니어링	https://www.yes24.com/product/goods/170504549	존 베리먼, 앨버트 지글러, 김정인	제이펍	2026년 01월	25200	9.7	7
416	프롬프트를 만드는 프롬프트 GPTs & Gems	https://www.yes24.com/product/goods/169672758	민진홍, 국난아, 김진수	성안당	2025년 12월	24300	10.0	46
417	AI를 움직이는 수학 이야기	https://www.yes24.com/product/goods/169407614	후루시마 도오루, 하승민	한빛미디어	2025년 12월	29700	10.0	19
418	AI와 음악 교육	https://www.yes24.com/product/goods/168635560	윤관기	커뮤니케이션북스	2025년 12월	12000		0
419	Google로 수업을 바꾸는 교사들의 시크릿	https://www.yes24.com/product/goods/167841837	정진아, 권재범, 김학민, 박빛나, 박오종, 정보 더 보기/감추기, 정진아, 권재범, 김학민, 박빛나, 박오종, 심하루, 강경욱	교사크리에이터협회	2025년 12월	18900	10.0	54
420	회사에서 바로 통하는 파워포인트 FOR STARTERS	https://www.yes24.com/product/goods/167475617	이화진	한빛미디어	2025년 12월	15300	10.0	28
421	2026 AI 교육 트렌드	https://www.yes24.com/product/goods/167434734	박소이, 유영걸, 오유나, 김영준, 김정환, 정보 더 보기/감추기, 박소이, 유영걸, 오유나, 김영준, 김정환, 정나래, 한창훈	길벗	2025년 12월	22500	10.0	23
422	파이썬으로 시작하는 인공지능 기초 수업	https://www.yes24.com/product/goods/167430900	채상미, 우범윤, 이준용	길벗	2025년 11월	22500	2.0	1
423	일 잘하는 엔지니어의 생각 기법	https://www.yes24.com/product/goods/167405152	캐리 밀샙, 장현희	책만	2025년 11월	22500	9.7	13
424	C# 스크립트를 활용한 유니티 6 개발	https://www.yes24.com/product/goods/166394010	렘 애퍼슨, 장세윤	에이콘출판사	2025년 11월	37800	6.4	5
425	쉽게 배우고 바로 쓰는 에듀테크 첫걸음	https://www.yes24.com/product/goods/165275154	조종현, 박미지, 김승길	성안당	2025년 11월	16200	10.0	24
426	바이브 코딩 너머 개발자 생존법: 개발자는 사라지지 않는다, 진화한다	https://www.yes24.com/product/goods/163601068	애디 오스마니, 강민혁	한빛미디어	2025년 11월	20700	9.7	26
427	멘토시리즈 일러스트레이터	https://www.yes24.com/product/goods/163496515	코리아교육그룹 연구소	코리아교육그룹	2025년 09월	25200	10.0	1
428	MCP 실전 활용 & 서버 개발 핵심 가이드	https://www.yes24.com/product/goods/162224477	AI튜터랩	위키북스	2025년 11월	25200	10.0	1
429	그림으로 이해하는 챗GPT 구조와 기술	https://www.yes24.com/product/goods/162116171	나카타니 슈요, 박광수	길벗	2025년 11월	21600	9.9	19
430	챗GPT, 저는 이렇게 쓰고 있어요	https://www.yes24.com/product/goods/160131631	최소영	길벗	2025년 11월	16920	9.9	40
431	똑똑한 파이썬	https://www.yes24.com/product/goods/159376881	황재호, 황예린	인포앤북	2025년 11월	19800	9.8	8
432	회사에서 바로 통하는 엑셀 FOR STARTERS	https://www.yes24.com/product/goods/159168206	전미진	한빛미디어	2025년 10월	15300	9.8	26
433	실무에 바로 쓰는 일잘러의 챗GPT 프롬프트 74가지	https://www.yes24.com/product/goods/159060578	이석현	제이펍	2025년 10월	19800	10.0	49
434	유니티 교과서	https://www.yes24.com/product/goods/158708037	김은철, 기타무라 마나미, 유세라	길벗	2025년 10월	29700	9.6	5
435	스케치업 2025 with Ruby+Twinmotion	https://www.yes24.com/product/goods/157774663	황두환	시대인	2025년 10월	25200	9.8	13
436	AI로 만드는 나만의 그림책	https://www.yes24.com/product/goods/155149859	민진홍, 국난아	성안당	2025년 10월	22500	9.9	29
437	요즘 당근 AI 개발	https://www.yes24.com/product/goods/154566057	당근 팀	골든래빗	2025년 10월	19800	9.8	92
438	된다! 네이버 스마트스토어	https://www.yes24.com/product/goods/154288390	이경근	이지스퍼블리싱	2025년 10월	21600	10.0	10
439	Do it! 커서로 시작하는 AI 코딩 입문	https://www.yes24.com/product/goods/154286556	고경희	이지스퍼블리싱	2025년 09월	20700	9.9	20
440	마인크래프트 RPG 만들기	https://www.yes24.com/product/goods/154102499	우마공 운영진	영진닷컴	2025년 09월	17820	10.0	11
441	블렌더 3D CG 애니메이션 실전 입문	https://www.yes24.com/product/goods/153663554	나츠모리 카츠, 김모세	AK(에이케이 커뮤니케이션즈)	2025년 09월	37810	10.0	1
442	VPython으로 시작하는 융합 시뮬레이션 수업	https://www.yes24.com/product/goods/152815857	송석리, 박솔애	길벗	2025년 09월	22500	10.0	1
443	데이터 시각화와 탐색 with POWER BI 3rd	https://www.yes24.com/product/goods/152443479	마경근, 서주란	영진닷컴	2025년 09월	27000	10.0	13
444	AI 캡컷	https://www.yes24.com/product/goods/152369808	민지영, 문수민, 앤미디어	생능북스	2025년 09월	23400	9.9	41
445	코딩 자율학습 리액트 프런트엔드 개발 입문	https://www.yes24.com/product/goods/151667493	김기수	길벗	2025년 09월	37800	9.9	21
446	회사에서 바로 통하는 오토캐드 AutoCAD 2026	https://www.yes24.com/product/goods/151041605	심미현	한빛미디어	2025년 08월	26100	9.7	19
447	실전! 프로젝트로 배우는 딥러닝 컴퓨터비전	https://www.yes24.com/product/goods/150619242	김혜진, 왕진영	위키북스	2025년 08월	31500	10.0	2
448	오늘을 남기는 기록, 스마트폰 사진 촬영&보정	https://www.yes24.com/product/goods/150308211	민썸	이지스퍼블리싱	2025년 08월	18900	9.9	20
449	AI와 심리상담	https://www.yes24.com/product/goods/149866394	황매향	커뮤니케이션북스	2025년 08월	11400		0
450	MS 365의 모든 것	https://www.yes24.com/product/goods/149371895	이상민, 김홍순, 강현욱	리더북스	2025년 07월	16200	10.0	8
451	모두의 인공지능 with 파이썬	https://www.yes24.com/product/goods/149224228	이영호	길벗	2025년 07월	27000	10.0	14
452	스포츠, AI와 동행하다	https://www.yes24.com/product/goods/148919900	크리스 브래디, 카를 튈스, 샤예간 오미드샤피예, 박재현, 이태구, 정보 더 보기/감추기, 크리스 브래디, 카를 튈스, 샤예간 오미드샤피예, 박재현, 이태구, 구멍가게 코딩단	성안당	2025년 07월	18000	9.8	13
453	암호, 비밀을 지키는 과학	https://www.yes24.com/product/goods/148376804	파노스 루리다스, 안동현	프리렉	2025년 07월	19800	9.8	11
454	파인만의 컴퓨터 강의	https://www.yes24.com/product/goods/147738180	리처드 파인만, 토니 헤이, 서환수	한빛미디어	2025년 06월	26100	9.8	9
455	게임 UI 디자인 교과서	https://www.yes24.com/product/goods/147561128	이은정, 김범석	길벗캠퍼스	2025년 06월	33000	10.0	1
456	처음이야? 파이썬 데이터 분석	https://www.yes24.com/product/goods/147129792	윤영빈, 이용희, 오환	영진닷컴	2025년 06월	19800	10.0	14
457	AI와 비판적 포스트휴머니즘	https://www.yes24.com/product/goods/147056022	박휴용	커뮤니케이션북스	2025년 06월	12000		0
458	선생님을 위한 교육용 AI 챗봇 활용법	https://www.yes24.com/product/goods/146929026	임세범, 박지은, 나희정, 조정연	앤써북	2025년 06월	20250	10.0	10
459	한 권으로 끝내는 직장인 필수 IT 지식	https://www.yes24.com/product/goods/146529227	정명림, 김효섭, 박준영, 이수현, 박지은, 정보 더 보기/감추기, 정명림, 김효섭, 박준영, 이수현, 박지은, 이지성	비제이퍼블릭(BJ퍼블릭)	2025년 05월	24750	9.4	16
460	59가지 통계학 궁금증 완전 정복	https://www.yes24.com/product/goods/146344298	황성원	길벗	2025년 05월	21600	10.0	14
461	러닝 랭체인	https://www.yes24.com/product/goods/146327472	메이오 오신, 누노 캄포스, 강민혁	한빛미디어	2025년 05월	25200	9.5	26
462	코딩 자율학습 컴퓨터 구조와 운영체제	https://www.yes24.com/product/goods/146051138	기술노트 알렉	길벗	2025년 05월	23400	10.0	20
463	AI x 창의성: 미술·혁신·교육	https://www.yes24.com/product/goods/145967474	박지숙	아트브릿지	2025년 04월	17820		0
464	아이패드 드로잉으로 기록하는 일상의 조각들	https://www.yes24.com/product/goods/145963641	이이오	한빛라이프	2025년 05월	19800	10.0	10
465	주니어 백엔드 개발자가 반드시 알아야 할 실무 지식	https://www.yes24.com/product/goods/145761422	최범균	한빛미디어	2025년 04월	25200	9.8	28
466	모두의 딥러닝	https://www.yes24.com/product/goods/145612410	조태호	길벗	2025년 04월	26100	10.0	13
467	맥킨지의 로지컬 라이팅	https://www.yes24.com/product/goods/145239043	아카바 유지, 이지현	유엑스리뷰	2025년 04월	20700	9.7	33
468	생성 AI를 활용한 나만의 콘텐츠 만들기	https://www.yes24.com/product/goods/144687205	김민후	영진닷컴	2025년 04월	22500	10.0	5
469	쉽고 빠르게 익히는 실전 LLM	https://www.yes24.com/product/goods/144087363	시난 오즈데미르, 신병훈	한빛미디어	2025년 03월	27000	8.4	14
470	선생님을 위한 8282 업무 자동화 with AI+파이썬+노코드	https://www.yes24.com/product/goods/143533211	강우혁, 김송희, 서승희, 송석리, 한솔, 정보 더 보기/감추기, 강우혁, 김송희, 서승희, 송석리, 한솔, 한준구, 황수빈	골든래빗	2025년 04월	25200	10.0	6
471	UX/UI 디자인 완벽 가이드: UI, 인터랙션, 프로토타이핑 편	https://www.yes24.com/product/goods/143343835	조성봉, 이정은	위키북스	2025년 03월	25200	10.0	2
472	일반통계학	https://www.yes24.com/product/goods/143081338	서울대학교 자연과학대학 통계학과	한빛아카데미	2025년 03월	35000		0
473	개념탑재 오토캐드	https://www.yes24.com/product/goods/142996257	정인수, 이승열, 김애림, 이예진	피앤피북	2025년 02월	22500		0
474	Kotlin in Action 2/e	https://www.yes24.com/product/goods/142690359	세바스티안 아이그너, 로만 엘리자로프, 스베트라나 이사코바, 드미트리 제메로프, 오현석	에이콘출판사	2025년 02월	43200	10.0	2
475	띠웅's 타이포그래피 with 프로크리에이트	https://www.yes24.com/product/goods/141828205	띠웅	다산스마트에듀	2025년 01월	22500	9.8	18
476	된다! 맥북&아이맥 - 맥OS 세쿼이아 판	https://www.yes24.com/product/goods/141262171	쌤쌤티비, 케이트	이지스퍼블리싱	2025년 01월	17100	10.0	7
477	150분이면 충분한 중고등학교 기초 수학	https://www.yes24.com/product/goods/140411525	요네다 마사타카, 손민규	제이펍	2025년 01월	18000	9.6	43
478	만들면서 배우는 아두이노와 40개의 작품들	https://www.yes24.com/product/goods/140084477	장문철	앤써북	2024년 12월	22950	10.0	3
479	파이썬으로 탐구하는 지구과학 데이터 분석 & 시각화	https://www.yes24.com/product/goods/139898019	심원재, 손현준	비제이퍼블릭(BJ퍼블릭)	2024년 12월	28800	10.0	9
480	고작 다섯 명이 한 말을 어떻게 믿어요?	https://www.yes24.com/product/goods/139893349	송라영	한빛미디어	2024년 12월	20700	10.0	24
481	앱인벤터로 20가지 인공지능 앱 만들기 with ChatBot과 생성형AI	https://www.yes24.com/product/goods/139777149	김수연, 전진아, 장문철	앤써북	2024년 12월	16920	10.0	4
482	실무에 바로 쓰는 일잘러의 제안서 작성법	https://www.yes24.com/product/goods/139638401	박서윤	제이펍	2024년 11월	15120	9.9	15
483	AGI의 시대	https://www.yes24.com/product/goods/139591837	한상기	한빛미디어	2024년 11월	19800	9.5	20
484	된다! 7일 실무 워드	https://www.yes24.com/product/goods/136374348	이충욱	이지스퍼블리싱	2024년 11월	16200	10.0	9
485	한 권으로 배우는 게임 프로그래밍	https://www.yes24.com/product/goods/135854770	박태준, 박효재, 윤하연	한빛미디어	2024년 10월	25200	9.7	12
486	이게 되네? 업무 자동화 미친 활용 앱스 스크립트 with 챗GPT	https://www.yes24.com/product/goods/135722461	서휘승	골든래빗	2024년 11월	28800	10.0	3
487	규칙으로 배우는 임베디드 시스템: 기초 DSP와 제어 시스템	https://www.yes24.com/product/goods/135441079	장선웅	북랩	2024년 10월	25200	10.0	2
488	무조건 쿠팡에서 팔아라 그래야 산다	https://www.yes24.com/product/goods/135223090	하지혜, 오대장	우리네삶	2026년 01월	21600	10.0	46
489	밑바닥부터 시작하는 딥러닝 5	https://www.yes24.com/product/goods/134648807	사이토 고키, 개앞맵시	한빛미디어	2024년 10월	29700	9.7	20
490	그림으로 이해하는 시스템 설계	https://www.yes24.com/product/goods/133892049	이시구로 나오키, 서수환	길벗	2024년 09월	19800	10.0	20
491	콘셉트로 풀어내는 소프트웨어 디자인	https://www.yes24.com/product/goods/133328190	다니엘 잭슨, 이정표	에이콘출판사	2024년 09월	25200		0
492	잘 읽히는 보고서 문장의 비밀	https://www.yes24.com/product/goods/131189891	임영균	한빛미디어	2024년 08월	16200	9.7	35
493	Do it! HTML+CSS+자바스크립트 웹 표준의 정석	https://www.yes24.com/product/goods/129133723	고경희	이지스퍼블리싱	2024년 07월	28800	9.6	86
494	색 잘 쓰는 디자이너	https://www.yes24.com/product/goods/128725552	고바야시 레나, 강아윤	이지스퍼블리싱	2024년 08월	16200	9.9	31
495	혼자 해도 프로처럼 잘 만드는 굿즈 제작 비법	https://www.yes24.com/product/goods/127788111	박정아	한빛미디어	2024년 06월	19800	9.7	39
496	엔트리 인공지능 with 햄스터 로봇	https://www.yes24.com/product/goods/126829855	강윤지, 박찬규, 강성웅, 김원유, 심재민, 정보 더 보기/감추기, 강윤지, 박찬규, 강성웅, 김원유, 심재민, 김연구, 홍성용, 김경상, 정인재, 박광현	영진닷컴	2024년 05월	16200	9.5	4
497	일잘러의 비밀, 구글 스프레드시트 제대로 파헤치기	https://www.yes24.com/product/goods/126643792	강남석	한빛미디어	2024년 06월	25200	9.8	61
498	기계는 어떻게 생각하는가? (리커버판)	https://www.yes24.com/product/goods/126330334	숀 게리시, 이수겸	이지스퍼블리싱	2024년 05월	16200	9.4	28
499	이모티콘 작가 되기 with 프로크리에이트	https://www.yes24.com/product/goods/126202247	박재이	리얼북스	2024년 05월	15120	9.5	13
500	챗GPT 프롬프트 120% 질문 기술	https://www.yes24.com/product/goods/126181417	ChatGPT 비즈니스 연구회, 김모세	정보문화사	2024년 04월	13500	9.3	41
501	코딩 테스트 합격자 되기 - C++ 편	https://www.yes24.com/product/goods/126161512	박경록	골든래빗	2024년 05월	40500	10.0	25
502	DSLR&미러리스 사진&영상 촬영백과	https://www.yes24.com/product/goods/126112113	김용만	성안당	2024년 04월	34200	10.0	10
503	마인크래프트 초보자 가이드 New Edition	https://www.yes24.com/product/goods/126010839	Mojang Studio, 이주안	영진닷컴	2024년 04월	13500	9.6	15
504	UX/UI의 10가지 심리학 법칙	https://www.yes24.com/product/goods/125886358	존 야블론스키, 이미령	책만	2024년 04월	16200	10.0	12
505	컴퓨터 밑바닥의 비밀	https://www.yes24.com/product/goods/125299750	루 샤오펑, 김진호	길벗	2024년 03월	29700	9.7	44
506	생성형 인공지능과 함께하는 사회정서학습	https://www.yes24.com/product/goods/125137664	박찬, 김병석, 전은경, 전수연, 강윤진, 정보 더 보기/감추기, 박찬, 김병석, 전은경, 전수연, 강윤진, 김지용	다빈치books	2024년 03월	19800	10.0	2
507	만들면서 배우는 워드프레스	https://www.yes24.com/product/goods/125131637	박현우	한빛미디어	2024년 03월	26100	9.7	30
508	누구나 따라할 수 있는 기막힌 중국 구매대행 + 수입판매 끝장 매뉴얼	https://www.yes24.com/product/goods/124988756	이윤섭, 손승엽	앤써북	2024년 02월	15930	10.0	3
509	가상 면접 사례로 배우는 머신러닝 시스템 설계 기초	https://www.yes24.com/product/goods/124939147	알리 아미니안, 알렉스 쉬, 최종일	인사이트(insight)	2024년 02월	24300	9.0	12
510	수학자와 함께하는 인공지능 수학 with 파이썬	https://www.yes24.com/product/goods/124832401	김종락, 원병선	한빛아카데미	2024년 01월	32000	10.0	4
511	밑바닥부터 시작하는 딥러닝 4	https://www.yes24.com/product/goods/124640233	사이토 고키, 개앞맵시	한빛미디어	2024년 01월	27000	9.8	13
512	Do it! 시뮬레이터+키트로 완성하는 아두이노 입문	https://www.yes24.com/product/goods/124608984	박필준	이지스퍼블리싱	2024년 01월	22950	9.9	14
513	팅커캐드 3D 디자인&코딩	https://www.yes24.com/product/goods/124536057	이상범	REXmedia(렉스미디어)	2024년 01월	12600		0
514	결정적 사건으로 배우는 암호학	https://www.yes24.com/product/goods/124213797	윤진, 이솔	골든래빗	2024년 01월	18000	10.0	6
515	가상 면접 사례로 배우는 대규모 시스템 설계 기초 2	https://www.yes24.com/product/goods/124138645	알렉스 쉬, 산 람, 이병준	인사이트(insight)	2024년 01월	32400	9.7	23
516	Do it! 데이터 분석을 위한 판다스 입문	https://www.yes24.com/product/goods/123685657	다니엘 첸, 시진	이지스퍼블리싱	2023년 11월	22500	9.5	12
517	된다! 책 만들기 with 인디자인	https://www.yes24.com/product/goods/122560579	김혜린	이지스퍼블리싱	2023년 09월	19800	9.9	14
518	문제 해결을 위한 알고리즘 with 수학	https://www.yes24.com/product/goods/122544981	요네다 마사타카, 윤인성	위키북스	2023년 09월	37800	10.0	4
519	클립 스튜디오 입문 교실	https://www.yes24.com/product/goods/122535588	사이도런치, 고영자	영진닷컴	2023년 09월	20700	9.7	16
520	자동화 마케팅 무작정 따라하기	https://www.yes24.com/product/goods/122432412	신태순, 조수현	길벗	2023년 09월	19800	9.4	21
521	네이버 키워드 상위노출 비법	https://www.yes24.com/product/goods/122428247	조영빈	디지털북스	2023년 09월	18000	6.0	1
